airline,month,day_of_the_week,source,source_busy,destination,destination_busy,dep_timeZone,arrival_timeZone,duration,total_stops,busy_Intermediate,price
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,evening,440,1,1,11200.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,evening,465,1,1,6732.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,night,570,1,1,12537.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,evening,430,1,1,11421.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,evening,455,1,1,6953.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,night,560,1,1,6637.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,evening,385,1,1,6953.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,490,1,1,6637.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,755,1,1,12327.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,755,1,1,6673.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,480,1,1,12537.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,480,1,1,6883.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,630,1,1,12327.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,620,1,1,6427.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,575,1,1,12327.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,evening,night,515,1,1,6673.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,evening,night,470,1,1,7845.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,evening,night,455,1,1,6673.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,evening,night,440,1,1,12327.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,evening,night,395,1,1,7845.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,early morning,afternoon,545,1,0,6076.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,early morning,night,910,1,0,6145.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,night,755,1,0,6601.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,555,1,0,6076.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,465,1,0,5883.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,early morning,night,855,2,0,6128.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,early morning,night,850,2,0,6197.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,morning,night,695,2,0,6653.0
Multiple carriers,March,Wednesday,Delhi,1,Cochin,1,afternoon,night,495,2,0,6128.0
Multiple carriers,April,Saturday,Delhi,1,Cochin,1,early morning,afternoon,540,1,0,6093.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,night,afternoon,525,1,1,10197.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,night,evening,910,1,1,10197.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,night,evening,845,1,1,11573.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,afternoon,395,1,1,11264.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,780,1,1,11264.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,795,1,1,10786.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,900,1,1,8475.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,740,1,1,9315.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,755,1,1,8837.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,720,1,1,10407.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,840,1,1,7618.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,730,1,1,12717.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,835,1,1,10406.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,690,1,1,11264.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,690,1,1,9315.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,705,1,1,10786.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,evening,705,1,1,8837.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,810,1,1,8475.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,660,1,1,10407.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,675,1,1,11761.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,780,1,1,9450.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,780,1,1,7618.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,630,1,1,9627.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,645,1,1,9149.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,615,1,1,10529.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,630,1,1,10051.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,735,1,1,7740.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,600,1,1,10407.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,615,1,1,10197.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,615,1,1,15898.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,720,1,1,7886.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,720,1,1,13587.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,720,1,1,7618.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,600,1,1,9149.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,930,1,1,8925.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,930,1,1,9508.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,540,1,1,12507.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,555,1,1,11446.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,660,1,1,9718.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,910,1,1,6795.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,520,1,1,9794.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,535,1,1,9316.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,640,1,1,7005.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,520,1,1,8625.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,455,1,1,9103.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,470,1,1,8625.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,840,1,1,6733.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,840,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,465,1,1,9254.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,465,1,1,15898.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,570,1,1,6943.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,570,1,1,13587.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,830,1,1,6795.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,440,1,1,9794.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,evening,455,1,1,9316.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,560,1,1,7005.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,760,1,1,6795.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,490,1,1,7005.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,750,1,1,6943.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,750,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,750,1,1,7198.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,15898.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,480,1,1,13587.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,480,1,1,7408.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,690,1,1,6943.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,690,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,420,1,1,7153.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,630,1,1,6943.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,630,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,570,1,1,7308.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,570,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,510,1,1,7198.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,480,1,1,7308.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,480,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,465,1,1,6795.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,450,1,1,7198.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,435,1,1,7308.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,435,1,1,13377.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,390,1,1,7198.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,925,1,0,9856.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,afternoon,540,1,0,7878.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,early morning,night,920,1,0,7878.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,afternoon,385,1,0,10486.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,morning,night,765,1,0,10486.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,555,1,0,9646.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,afternoon,night,455,1,0,7038.0
Multiple carriers,May,Monday,Delhi,1,Cochin,1,evening,night,460,2,1,18275.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,night,afternoon,460,1,1,10678.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,night,evening,845,1,1,10678.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,night,evening,860,1,1,7155.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,afternoon,395,1,1,10791.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,780,1,1,10791.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,795,1,1,7268.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,night,900,1,1,6007.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,755,1,1,7354.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,720,1,1,12192.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,night,835,1,1,13587.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,690,1,1,10877.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,690,1,1,11789.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,evening,705,1,1,8266.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,night,810,1,1,7005.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,660,1,1,12192.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,780,1,1,13587.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,780,1,1,7408.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,630,1,1,11200.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,615,1,1,11789.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,630,1,1,8266.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,735,1,1,7005.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,615,1,1,14848.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,720,1,1,7408.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,585,1,1,11622.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,600,1,1,8099.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,930,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,930,1,1,7198.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,540,1,1,12192.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,555,1,1,14848.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,660,1,1,13587.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,660,1,1,7408.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,910,1,1,6270.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,520,1,1,11264.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,535,1,1,7741.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,640,1,1,6480.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,520,1,1,7155.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,470,1,1,7155.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,840,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,465,1,1,14848.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,570,1,1,13587.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,830,1,1,5797.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,evening,455,1,1,7268.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,560,1,1,6007.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,evening,385,1,1,7268.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,490,1,1,6007.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,750,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,14848.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,480,1,1,7408.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,690,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,420,1,1,13587.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,630,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,615,1,1,5797.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,570,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,480,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,465,1,1,5797.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,450,1,1,7198.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,435,1,1,13377.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,390,1,1,6795.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,390,1,1,7198.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,afternoon,545,1,0,9646.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,afternoon,540,1,0,6093.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,early morning,night,920,1,0,6093.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,afternoon,385,1,0,9646.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,morning,night,765,1,0,9646.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,555,1,0,8018.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,455,1,0,6093.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,afternoon,night,625,2,1,15965.0
Multiple carriers,June,Thursday,Delhi,1,Cochin,1,evening,night,460,2,1,18275.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,morning,555,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,afternoon,665,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,afternoon,795,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,morning,450,1,1,14973.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,afternoon,560,1,1,14973.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,afternoon,690,1,1,14973.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,night,evening,890,1,1,15237.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,evening,730,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,380,1,1,15603.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,510,1,1,15603.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,840,1,1,15603.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,375,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,505,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,835,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,evening,680,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,afternoon,450,1,1,15078.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,afternoon,450,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,650,1,1,15342.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,780,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,625,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,595,1,1,15411.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,725,1,1,15147.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,580,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,935,1,1,16863.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,660,1,1,16863.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,915,1,1,15147.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,640,1,1,15147.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,485,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,845,1,1,18286.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,evening,440,1,1,15135.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,765,1,1,18192.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,755,1,1,17493.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,755,1,1,18286.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,480,1,1,17493.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,480,1,1,18286.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,700,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,425,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,610,1,1,15147.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,575,1,1,21226.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,515,1,1,17073.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,485,1,1,17057.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,455,1,1,17703.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,440,1,1,18916.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,395,1,1,15288.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,395,1,1,16775.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,565,3,1,21829.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,545,1,0,7905.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,915,1,0,10478.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,afternoon,540,1,0,8552.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,910,1,0,11125.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,afternoon,385,1,0,11265.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,morning,night,755,1,0,13838.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,555,1,0,14153.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,855,2,0,8291.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,early morning,night,850,2,0,8938.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,495,2,0,11966.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,afternoon,night,630,2,1,34503.0
Multiple carriers,March,Sunday,Delhi,1,Cochin,1,evening,night,465,2,1,24528.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,night,evening,910,1,1,12192.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,night,afternoon,460,1,1,11622.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,afternoon,395,1,1,13259.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,780,1,1,13259.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,795,1,1,9736.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,night,900,1,1,8475.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,740,1,1,10877.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,755,1,1,7354.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,720,1,1,12402.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,night,840,1,1,7618.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,730,1,1,15058.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,690,1,1,10877.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,705,1,1,7354.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,evening,705,1,1,9736.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,660,1,1,12402.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,675,1,1,15058.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,780,1,1,13797.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,630,1,1,11200.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,645,1,1,7677.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,615,1,1,12524.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,630,1,1,9001.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,735,1,1,7740.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,600,1,1,13714.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,720,1,1,13587.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,720,1,1,8930.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,585,1,1,11622.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,600,1,1,8099.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,930,1,1,9508.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,540,1,1,14502.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,555,1,1,14848.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,660,1,1,13587.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,660,1,1,9718.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,910,1,1,6795.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,520,1,1,11789.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,505,1,1,10877.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,520,1,1,7354.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,455,1,1,10877.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,470,1,1,7354.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,840,1,1,13377.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,465,1,1,14848.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,570,1,1,13587.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,830,1,1,7530.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,evening,455,1,1,9001.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,760,1,1,7530.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,evening,385,1,1,9001.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,490,1,1,7740.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,14848.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,480,1,1,7408.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,630,1,1,13377.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,615,1,1,6795.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,570,1,1,13377.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,evening,night,465,1,1,7530.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,evening,night,435,1,1,13377.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,evening,night,390,1,1,7198.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,afternoon,545,1,0,10696.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,night,925,1,0,10696.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,afternoon,540,1,0,7878.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,early morning,night,920,1,0,7878.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,afternoon,385,1,0,9646.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,morning,night,765,1,0,9646.0
Multiple carriers,June,Monday,Delhi,1,Cochin,1,afternoon,night,555,1,0,9646.0
